Year,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player,Share
17,LaLiga,Real Madrid,0,0,1,0,0,0,1,0,0,2,Marcelo,0.0075
17,Copa del Rey,Real Madrid,0,0,0,0,0,1,0,0,0,1,Marcelo,0.0075
21,Serie A,Juventus FC,0,0,0,0,0,0,2,0,,2,Leonardo Bonucci,0.0066
17,Italy Cup,Juventus FC,0,1,0,0,0,0,0,0,,1,Leonardo Bonucci,0.005
17,Serie A,Juventus FC,0,0,0,0,2,1,0,0,,3,Leonardo Bonucci,0.005
17,Champions League,Juventus FC,0,0,0,0,0,0,1,0,,1,Leonardo Bonucci,0.005
22,Premier League,Liverpool FC,2,3,2,0,2,4,2,1,0,16,Sadio Mané,0.1297
22,Champions League,Liverpool FC,0,1,2,0,1,1,0,0,0,5,Sadio Mané,0.1297
22,FA Cup,Liverpool FC,0,1,1,0,0,0,0,0,0,2,Sadio Mané,0.1297
19,Premier League,Liverpool FC,3,8,1,1,2,2,2,3,0,22,Sadio Mané,0.1232
19,Champions League,Liverpool FC,0,2,0,0,0,0,2,0,0,4,Sadio Mané,0.1232
18,Champions League,Liverpool FC,1,2,1,0,4,0,2,0,0,10,Sadio Mané,0.001
18,Premier League,Liverpool FC,1,2,1,0,2,3,1,0,0,10,Sadio Mané,0.001
17,Premier League,Liverpool FC,1,5,3,0,1,2,0,1,0,13,Sadio Mané,0.0036
17,DFB-Pokal,Bayern Munich,0,0,1,0,0,0,1,0,,2,Mats Hummels,0.0011
17,Bundesliga,Bayern Munich,0,0,0,0,1,0,0,0,,1,Mats Hummels,0.0011
17,Premier League,Liverpool FC,0,2,3,1,4,3,0,0,,13,Philippe Coutinho,0.0
17,EFL Cup,Liverpool FC,0,0,0,0,1,0,0,0,,1,Philippe Coutinho,0.0
17,Serie A,SSC Napoli,2,4,4,0,7,8,3,0,,28,Dries Mertens,0.0
17,Italy Cup,SSC Napoli,0,0,0,0,0,1,0,0,,1,Dries Mertens,0.0
17,Champions League,SSC Napoli,0,2,0,0,2,0,1,0,,5,Dries Mertens,0.0
23,Premier League,Liverpool FC,5,1,5,0,0,3,5,0,,19,Mohamed Salah,0.0088
23,Champions League,Liverpool FC,1,1,1,0,1,0,4,0,,8,Mohamed Salah,0.0088
23,FA Cup,Liverpool FC,0,0,0,0,1,0,0,0,,1,Mohamed Salah,0.0088
23,EFL Cup,Liverpool FC,0,0,0,0,1,0,0,0,,1,Mohamed Salah,0.0088
23,Community Shield,Liverpool FC,0,0,0,0,0,0,1,0,,1,Mohamed Salah,0.0088
22,Premier League,Liverpool FC,1,5,2,2,3,6,4,0,,23,Mohamed Salah,0.078
22,Champions League,Liverpool FC,1,1,1,0,2,1,2,0,,8,Mohamed Salah,0.078
21,Premier League,Liverpool FC,3,2,4,0,3,5,5,0,,22,Mohamed Salah,0.0445
21,Champions League,Liverpool FC,1,0,0,0,3,1,0,1,,6,Mohamed Salah,0.0445
21,FA Cup,Liverpool FC,0,1,0,0,1,1,0,0,,3,Mohamed Salah,0.0445
19,Champions League,Liverpool FC,1,0,2,0,1,1,0,0,,5,Mohamed Salah,0.0632
19,Premier League,Liverpool FC,1,6,1,3,6,2,3,0,,22,Mohamed Salah,0.0632
18,Premier League,Liverpool FC,3,4,7,0,5,5,7,1,,32,Mohamed Salah,0.0653
18,Champions League,Liverpool FC,1,2,3,1,2,0,1,0,,10,Mohamed Salah,0.0653
18,FA Cup,Liverpool FC,0,0,0,0,0,0,1,0,,1,Mohamed Salah,0.0653
18,Champions League Qu.,Liverpool FC,0,1,0,0,0,0,0,0,,1,Mohamed Salah,0.0653
19,Champions League,Liverpool FC,0,2,0,0,0,0,1,1,0,4,Roberto Firmino,0.0039
19,Premier League,Liverpool FC,1,3,1,0,2,4,1,0,0,12,Roberto Firmino,0.0039
18,Champions League,Liverpool FC,2,3,0,0,1,3,1,0,0,10,Roberto Firmino,0.0014
18,Premier League,Liverpool FC,1,1,1,1,7,3,1,0,0,15,Roberto Firmino,0.0014
18,FA Cup,Liverpool FC,1,0,0,0,0,0,0,0,0,1,Roberto Firmino,0.0014
18,Champions League Qu.,Liverpool FC,0,0,0,0,0,1,0,0,0,1,Roberto Firmino,0.0014
18,Serie A,Juventus FC,1,0,2,0,2,0,0,0,0,5,Mario Mandžukić,0.0007
18,Champions League,Juventus FC,1,0,1,0,0,0,2,0,0,4,Mario Mandžukić,0.0007
18,Italy Cup,Juventus FC,0,0,0,0,0,1,0,0,0,1,Mario Mandžukić,0.0007
22,Premier League,Liverpool FC,1,0,0,0,1,0,0,1,,3,Virgil van Dijk,0.0007
19,Premier League,Liverpool FC,1,0,0,0,0,1,2,0,,4,Virgil van Dijk,0.2411
19,Champions League,Liverpool FC,0,0,0,0,0,1,1,0,,2,Virgil van Dijk,0.2411
23,Champions League,Manchester City,0,1,1,0,0,1,0,0,,3,Bernardo Silva,0.0136
23,Premier League,Manchester City,0,0,1,0,1,2,0,0,,4,Bernardo Silva,0.0136
22,Champions League,Manchester City,0,1,1,0,0,1,0,0,,3,Bernardo Silva,0.0
22,Premier League,Manchester City,1,0,3,0,0,2,2,0,,8,Bernardo Silva,0.0
22,FA Cup,Manchester City,1,0,0,0,0,0,0,1,,2,Bernardo Silva,0.0
19,Premier League,Manchester City,2,1,1,0,2,1,0,0,,7,Bernardo Silva,0.0146
19,Champions League,Manchester City,1,0,0,0,0,3,0,0,,4,Bernardo Silva,0.0146
19,FA Cup,Manchester City,0,0,0,0,1,1,0,0,,2,Bernardo Silva,0.0146
19,Eredivisie,Ajax Amsterdam,0,1,1,0,0,0,0,1,0,3,Frenkie de Jong,0.011
21,Premier League,Manchester City,2,3,2,0,1,0,2,0,,10,Raheem Sterling,0.0037
21,FA Cup,Manchester City,0,0,0,0,1,0,0,0,,1,Raheem Sterling,0.0037
21,Champions League,Manchester City,0,0,0,0,0,0,1,0,,1,Raheem Sterling,0.0037
21,EFL Cup,Manchester City,0,0,1,0,1,0,0,0,,2,Raheem Sterling,0.0037
19,FA Cup,Manchester City,1,0,0,0,0,0,2,0,,3,Raheem Sterling,0.0107
19,Champions League,Manchester City,1,1,0,0,2,0,1,0,,5,Raheem Sterling,0.0107
19,Premier League,Manchester City,4,2,0,1,6,3,1,0,,17,Raheem Sterling,0.0107
19,Champions League,Ajax Amsterdam,1,0,0,0,0,1,0,0,,2,Matthijs de Ligt,0.0046
19,Eredivisie,Ajax Amsterdam,0,0,1,0,1,0,1,0,,3,Matthijs de Ligt,0.0046
19,KNVB beker,Ajax Amsterdam,0,0,1,0,0,0,0,0,,1,Matthijs de Ligt,0.0046
19,Champions League Qu.,Ajax Amsterdam,0,0,1,0,0,0,0,0,,1,Matthijs de Ligt,0.0046
22,Premier League,Liverpool FC,0,0,1,0,0,0,1,0,,2,Trent Alexander-Arnold,0.0
19,Premier League,Liverpool FC,0,0,0,0,0,0,1,0,,1,Trent Alexander-Arnold,0.0028
19,Eredivisie,Ajax Amsterdam,2,3,3,1,5,5,9,0,,28,Dušan Tadić,0.0018
19,Champions League,Ajax Amsterdam,0,0,0,0,0,5,1,0,,6,Dušan Tadić,0.0018
19,KNVB beker,Ajax Amsterdam,1,0,0,0,0,0,0,0,,1,Dušan Tadić,0.0018
19,Champions League Qu.,Ajax Amsterdam,0,0,2,0,1,0,0,0,,3,Dušan Tadić,0.0018
22,Premier League,Tottenham Hotspur,1,2,1,1,5,8,5,0,,23,Son Heung-min,0.0034
22,Conference League,Tottenham Hotspur,1,0,0,0,0,0,0,0,,1,Son Heung-min,0.0034
19,Champions League,Tottenham Hotspur,2,0,0,0,1,0,1,0,,4,Son Heung-min,0.0014
19,Premier League,Tottenham Hotspur,0,3,0,1,3,2,2,1,,12,Son Heung-min,0.0014
19,FA Cup,Tottenham Hotspur,0,0,0,0,1,0,0,0,,1,Son Heung-min,0.0014
19,EFL Cup,Tottenham Hotspur,0,2,0,0,1,0,0,0,,3,Son Heung-min,0.0014
19,Serie A,SSC Napoli,1,0,0,0,0,0,1,0,,2,Kalidou Koulibaly,0.0007
19,Champions League,Liverpool FC,0,0,0,0,2,0,0,0,,2,Georginio Wijnaldum,0.0004
19,Premier League,Liverpool FC,0,0,2,0,1,0,0,0,,3,Georginio Wijnaldum,0.0004
19,Liga Portugal,SL Benfica,2,2,5,1,2,2,1,0,,15,João Félix,0.0
19,Europa League,SL Benfica,0,1,1,0,1,0,0,0,,3,João Félix,0.0
19,Taça de Portugal,SL Benfica,1,0,0,0,0,0,0,0,,1,João Félix,0.0
19,Allianz Cup,SL Benfica,0,0,1,0,0,0,0,0,,1,João Félix,0.0
19,Ligue 1,Paris Saint-Germain,2,0,0,0,0,0,1,0,,3,Marquinhos,0.0
19,Champions League,Paris Saint-Germain,0,0,0,0,0,1,0,0,,1,Marquinhos,0.0
19,Eredivisie,Ajax Amsterdam,3,0,2,1,2,0,0,1,,9,Donny van de Beek,0.0
19,Champions League,Ajax Amsterdam,1,0,1,0,0,0,1,0,,3,Donny van de Beek,0.0
19,KNVB beker,Ajax Amsterdam,0,2,1,0,0,1,0,0,,4,Donny van de Beek,0.0
19,Champions League Qu.,Ajax Amsterdam,1,0,0,0,0,0,0,0,,1,Donny van de Beek,0.0
21,Premier League,Chelsea FC,0,2,0,0,1,2,2,0,0,7,Jorginho,0.1691
21,Champions League,Chelsea FC,0,1,0,0,0,0,0,0,0,1,Jorginho,0.1691
23,Premier League,Manchester City,3,6,8,0,6,8,3,2,0,36,Erling Haaland,0.2425
23,Champions League,Manchester City,1,3,1,1,3,1,2,0,0,12,Erling Haaland,0.2425
23,FA Cup,Manchester City,0,0,2,0,1,0,0,0,0,3,Erling Haaland,0.2425
23,EFL Cup,Manchester City,1,0,0,0,0,0,0,0,0,1,Erling Haaland,0.2425
22,Bundesliga,Borussia Dortmund,1,3,4,1,3,4,4,2,0,22,Erling Haaland,0.0121
22,DFB-Pokal,Borussia Dortmund,0,1,1,0,2,0,0,0,0,4,Erling Haaland,0.0121
22,Champions League,Borussia Dortmund,0,0,0,1,0,1,1,0,0,3,Erling Haaland,0.0121
21,Bundesliga,Borussia Dortmund,5,2,4,0,3,5,8,0,0,27,Erling Haaland,0.0121
21,DFB-Pokal,Borussia Dortmund,0,1,0,0,0,0,1,0,1,3,Erling Haaland,0.0121
21,Champions League,Borussia Dortmund,0,3,3,0,2,1,0,1,0,10,Erling Haaland,0.0121
21,DFL-Supercup,Borussia Dortmund,0,0,0,0,1,0,0,0,0,1,Erling Haaland,0.0121
21,Serie A,Inter Milan,3,4,3,0,0,9,4,1,0,24,Romelu Lukaku,0.0096
21,Italy Cup,Inter Milan,0,0,0,0,0,1,0,0,1,2,Romelu Lukaku,0.0096
21,Champions League,Inter Milan,0,0,0,0,1,2,1,0,0,4,Romelu Lukaku,0.0096
21,LaLiga,Atlético de Madrid,2,2,3,0,7,1,4,2,0,21,Luis Suárez,0.0029
21,Europa League,AC Milan,0,0,0,0,0,0,0,1,,1,Simon Kjær,0.0029
21,Champions League,Chelsea FC,0,0,1,0,0,0,1,0,,2,Mason Mount,0.0026
21,Premier League,Chelsea FC,0,0,2,0,2,1,1,0,,6,Mason Mount,0.0026
21,FA Cup,Chelsea FC,0,1,0,0,0,0,0,0,,1,Mason Mount,0.0026
21,Premier League,Manchester United,3,2,3,0,3,3,3,1,0,18,Bruno Fernandes,0.0022
21,Europa League,Manchester United,1,1,0,0,1,1,1,0,0,5,Bruno Fernandes,0.0022
21,FA Cup,Manchester United,0,0,0,0,0,0,1,0,0,1,Bruno Fernandes,0.0022
21,Champions League,Manchester United,1,2,0,0,0,0,1,0,0,4,Bruno Fernandes,0.0022
23,Serie A,Inter Milan,3,2,3,0,4,2,6,1,,21,Lautaro Martínez,0.0027
23,Italy Cup,Inter Milan,0,1,1,0,0,0,1,0,,3,Lautaro Martínez,0.0027
23,Champions League,Inter Milan,0,0,0,0,0,3,0,0,,3,Lautaro Martínez,0.0027
23,Supercoppa Italiana,Inter Milan,0,0,0,0,0,0,1,0,,1,Lautaro Martínez,0.0027
21,Serie A,Inter Milan,1,2,0,1,6,4,3,0,,17,Lautaro Martínez,0.0022
21,Italy Cup,Inter Milan,1,0,0,0,0,0,0,0,,1,Lautaro Martínez,0.0022
21,Champions League,Inter Milan,0,0,1,0,0,0,0,0,,1,Lautaro Martínez,0.0022
21,LaLiga,FC Barcelona,1,0,1,0,0,0,1,0,,3,Pedri,0.0011
21,Champions League,FC Barcelona,0,0,0,0,0,0,1,0,,1,Pedri,0.0011
22,Premier League,Manchester City,1,2,1,0,1,2,2,0,,9,Phil Foden,0.0
22,Champions League,Manchester City,1,0,1,0,1,0,0,0,,3,Phil Foden,0.0
22,FA Cup,Manchester City,0,0,0,0,0,1,0,0,,1,Phil Foden,0.0
22,EFL Cup,Manchester City,0,0,0,1,0,0,0,0,,1,Phil Foden,0.0
21,Premier League,Manchester City,0,2,3,0,3,0,1,0,,9,Phil Foden,0.0007
21,Champions League,Manchester City,0,0,1,0,0,1,1,0,,3,Phil Foden,0.0007
21,FA Cup,Manchester City,0,0,1,0,0,0,1,0,,2,Phil Foden,0.0007
21,EFL Cup,Manchester City,0,0,0,0,1,1,0,0,,2,Phil Foden,0.0007
21,Europa League,Villarreal CF,1,1,4,0,0,0,1,0,0,7,Gerard Moreno,0.0004
21,LaLiga,Villarreal CF,6,3,3,0,2,6,3,0,0,23,Gerard Moreno,0.0004
23,Serie A,Inter Milan,3,0,2,0,1,0,0,0,,6,Nicolò Barella,0.0
23,Champions League,Inter Milan,1,0,0,0,2,0,0,0,,3,Nicolò Barella,0.0
21,Serie A,Inter Milan,0,0,1,0,1,0,1,0,,3,Nicolò Barella,0.0004
23,Champions League,Manchester City,0,0,0,0,0,0,0,1,,1,Rúben Dias,0.0
21,Premier League,Manchester City,0,1,0,0,0,0,0,0,,1,Rúben Dias,0.0004
21,Liga Portugal,SL Benfica,0,1,0,0,0,0,0,0,,1,Rúben Dias,0.0004
21,Premier League,Chelsea FC,0,0,1,0,0,0,0,0,,1,Cesar Azpilicueta,0.0
23,Champions League,Real Madrid,0,2,3,0,1,1,0,0,0,7,Vinícius Júnior,0.0333
23,LaLiga,Real Madrid,2,1,2,0,3,2,0,0,0,10,Vinícius Júnior,0.0333
23,Copa del Rey,Real Madrid,0,0,0,1,1,0,0,0,1,3,Vinícius Júnior,0.0333
23,Club World Cup,Real Madrid,1,0,1,0,0,1,0,0,0,3,Vinícius Júnior,0.0333
22,Champions League,Real Madrid,0,0,0,0,4,0,0,0,0,4,Vinícius Júnior,0.041
22,LaLiga,Real Madrid,0,1,1,0,5,4,5,1,0,17,Vinícius Júnior,0.041
22,Supercopa,Real Madrid,0,1,0,0,0,0,0,0,0,1,Vinícius Júnior,0.041
22,Eredivisie,Ajax Amsterdam,1,4,4,0,4,3,4,1,0,21,Sébastien Haller,0.0013
22,Champions League,Ajax Amsterdam,3,1,1,0,2,3,1,0,0,11,Sébastien Haller,0.0013
22,KNVB beker,Ajax Amsterdam,0,1,0,0,1,0,0,0,0,2,Sébastien Haller,0.0013
22,Champions League,Liverpool FC,0,0,0,0,0,1,0,0,,1,Fabinho,0.0013
22,Premier League,Liverpool FC,0,0,2,0,1,0,2,0,,5,Fabinho,0.0013
22,FA Cup,Liverpool FC,0,0,1,0,0,0,0,1,,2,Fabinho,0.0013
22,Serie A,AC Milan,2,3,1,1,1,0,3,0,0,11,Rafael Leão,0.0013
22,Italy Cup,AC Milan,0,1,0,0,0,0,0,0,1,2,Rafael Leão,0.0013
22,Champions League,AC Milan,0,1,0,0,0,0,0,0,0,1,Rafael Leão,0.0013
22,LaLiga,Real Madrid,0,0,1,0,0,0,0,0,,1,Casemiro,0.0007
22,Premier League,Liverpool FC,1,1,0,0,0,1,1,0,,4,Luis Díaz,0.0007
22,Champions League,Liverpool FC,0,0,0,0,0,1,1,0,,2,Luis Díaz,0.0007
22,Liga Portugal,FC Porto,1,2,4,0,2,3,2,0,,14,Luis Díaz,0.0007
22,Champions League,FC Porto,1,0,0,0,0,1,0,0,,2,Luis Díaz,0.0007
22,Serie A,Juventus FC,2,1,0,1,0,2,0,1,,7,Dušan Vlahović,0.0007
22,Italy Cup,Juventus FC,0,0,0,0,1,0,0,0,,1,Dušan Vlahović,0.0007
22,Champions League,Juventus FC,1,0,0,0,0,0,0,0,,1,Dušan Vlahović,0.0007
22,Serie A,ACF Fiorentina,0,1,3,0,7,4,2,0,,17,Dušan Vlahović,0.0007
22,Italy Cup,ACF Fiorentina,1,0,1,1,0,0,0,0,,3,Dušan Vlahović,0.0007
22,Premier League,Manchester City,0,1,0,0,0,0,0,0,,1,João Cancelo,0.0
22,Champions League,Manchester City,0,1,0,0,0,1,0,0,,2,João Cancelo,0.0
22,Bundesliga,Bayern Munich,0,1,1,0,0,1,0,0,,3,Joshua Kimmich,0.0
22,DFB-Pokal,RB Leipzig,0,2,0,0,1,0,1,0,,4,Christopher Nkunku,0.0
22,Bundesliga,RB Leipzig,3,2,1,0,5,6,2,1,,20,Christopher Nkunku,0.0
22,Europa League,RB Leipzig,0,2,0,0,0,1,1,0,,4,Christopher Nkunku,0.0
22,Champions League,RB Leipzig,3,0,1,0,1,1,0,1,,7,Christopher Nkunku,0.0
22,Liga Portugal,SL Benfica,6,2,7,0,6,5,0,0,,26,Darwin Núñez,0.0
22,Champions League,SL Benfica,1,0,0,0,1,1,3,0,,6,Darwin Núñez,0.0
22,Allianz Cup,SL Benfica,0,0,0,0,0,2,0,0,,2,Darwin Núñez,0.0
22,Champions League,Chelsea FC,0,0,0,0,1,0,0,0,,1,Antonio Rüdiger,0.0
22,Premier League,Chelsea FC,1,0,0,0,1,0,0,1,,3,Antonio Rüdiger,0.0
22,EFL Cup,Chelsea FC,0,1,0,0,0,0,0,0,,1,Antonio Rüdiger,0.0
23,Champions League,Manchester City,0,1,0,0,0,1,0,0,,2,Rodri,0.0387
23,Premier League,Manchester City,1,0,0,1,0,0,0,0,,2,Rodri,0.0387
23,Premier League,Manchester City,2,2,1,0,1,2,1,0,,9,Julián Álvarez,0.019
23,Champions League,Manchester City,0,0,0,0,0,1,1,1,,3,Julián Álvarez,0.019
23,FA Cup,Manchester City,0,1,0,0,0,2,0,0,,3,Julián Álvarez,0.019
23,EFL Cup,Manchester City,0,0,0,0,1,0,0,0,,1,Julián Álvarez,0.019
23,Community Shield,Manchester City,0,0,0,0,0,1,0,0,,1,Julián Álvarez,0.019
23,Serie A,SSC Napoli,5,5,1,2,4,7,2,0,,26,Victor Osimhen,0.0163
23,Champions League,SSC Napoli,0,0,1,1,1,0,1,1,,5,Victor Osimhen,0.0163
23,FA Cup,Manchester City,1,0,0,0,1,0,0,0,0,2,İlkay Gündoğan,0.0054
23,Premier League,Manchester City,1,3,2,0,2,0,0,0,0,8,İlkay Gündoğan,0.0054
23,Champions League,Manchester City,0,0,0,0,1,0,0,0,0,1,İlkay Gündoğan,0.0054
23,Serie A,SSC Napoli,1,1,6,0,2,2,0,0,,12,Khvicha Kvaratskhelia,0.0041
23,Champions League,SSC Napoli,0,0,0,0,0,2,0,0,,2,Khvicha Kvaratskhelia,0.0041
23,Bundesliga,Borussia Dortmund,1,3,0,0,3,0,1,0,,8,Jude Bellingham,0.0034
23,DFB-Pokal,Borussia Dortmund,0,0,1,0,0,1,0,0,,2,Jude Bellingham,0.0034
23,Champions League,Borussia Dortmund,0,0,2,0,1,0,1,0,,4,Jude Bellingham,0.0034
23,Serie A,SSC Napoli,0,0,1,0,0,0,0,1,,2,Kim Min-jae,0.002
23,Premier League,Arsenal FC,1,2,4,1,3,1,2,0,0,14,Bukayo Saka,0.0007
23,Europa League,Arsenal FC,0,1,0,0,0,0,0,0,0,1,Bukayo Saka,0.0007
23,Bundesliga,RB Leipzig,0,0,0,0,0,0,1,0,,1,Joško Gvardiol,0.0007
23,Champions League,RB Leipzig,1,0,0,0,0,1,0,0,,2,Joško Gvardiol,0.0007
23,Bundesliga,Bayern Munich,2,3,2,1,1,1,2,0,,12,Jamal Musiala,0.0
23,DFB-Pokal,Bayern Munich,0,1,0,0,0,2,0,0,,3,Jamal Musiala,0.0
23,DFL-Supercup,Bayern Munich,1,0,0,0,0,0,0,0,,1,Jamal Musiala,0.0
23,Bundesliga,Eintracht Frankfurt,1,4,2,0,3,3,2,0,,15,Randal Kolo Muani,0.0
23,DFB-Pokal,Eintracht Frankfurt,4,0,0,0,0,0,2,0,,6,Randal Kolo Muani,0.0
23,Champions League,Eintracht Frankfurt,0,1,0,0,0,1,0,0,,2,Randal Kolo Muani,0.0
23,Premier League,Arsenal FC,4,1,3,1,1,3,2,0,,15,Martin Ødegaard,0.0
