,Trend,Player
2021-09-01,31.0,João Cancelo
2021-10-01,25.0,João Cancelo
2021-11-01,34.0,João Cancelo
2021-12-01,32.0,João Cancelo
2022-01-01,28.0,João Cancelo
2022-02-01,27.0,João Cancelo
2022-03-01,48.0,João Cancelo
2022-04-01,57.0,João Cancelo
2022-05-01,40.0,João Cancelo
2022-06-01,46.0,João Cancelo
2022-07-01,32.0,João Cancelo
2022-08-01,41.0,João Cancelo
2022-09-01,45.0,João Cancelo
2022-10-01,64.0,João Cancelo
2022-11-01,76.0,João Cancelo
2022-12-01,35.0,João Cancelo
2023-01-01,54.0,João Cancelo
2023-02-01,94.0,João Cancelo
2023-03-01,52.0,João Cancelo
2023-04-01,42.0,João Cancelo
2023-05-01,31.0,João Cancelo
2023-06-01,47.0,João Cancelo
2023-07-01,41.0,João Cancelo
2023-08-01,92.0,João Cancelo
2023-09-01,100.0,João Cancelo
2023-10-01,54.0,João Cancelo
2023-11-01,35.0,João Cancelo
2023-12-01,30.0,João Cancelo
2008-01-01,0.0,Riyad Mahrez
2008-02-01,0.0,Riyad Mahrez
2008-03-01,0.0,Riyad Mahrez
2008-04-01,0.0,Riyad Mahrez
2008-05-01,0.0,Riyad Mahrez
2008-06-01,0.0,Riyad Mahrez
2008-07-01,0.0,Riyad Mahrez
2008-08-01,0.0,Riyad Mahrez
2008-09-01,0.0,Riyad Mahrez
2008-10-01,0.0,Riyad Mahrez
2008-11-01,0.0,Riyad Mahrez
2008-12-01,0.0,Riyad Mahrez
2009-01-01,0.0,Riyad Mahrez
2009-02-01,0.0,Riyad Mahrez
2009-03-01,0.0,Riyad Mahrez
2009-04-01,1.0,Riyad Mahrez
2009-05-01,0.0,Riyad Mahrez
2009-06-01,0.0,Riyad Mahrez
2009-07-01,0.0,Riyad Mahrez
2009-08-01,0.0,Riyad Mahrez
2009-09-01,0.0,Riyad Mahrez
2009-10-01,0.0,Riyad Mahrez
2009-11-01,0.0,Riyad Mahrez
2009-12-01,0.0,Riyad Mahrez
2010-01-01,0.0,Riyad Mahrez
2010-02-01,0.0,Riyad Mahrez
2010-03-01,0.0,Riyad Mahrez
2010-04-01,0.0,Riyad Mahrez
2010-05-01,0.0,Riyad Mahrez
2010-06-01,0.0,Riyad Mahrez
2010-07-01,0.0,Riyad Mahrez
2010-08-01,0.0,Riyad Mahrez
2010-09-01,0.0,Riyad Mahrez
2010-10-01,0.0,Riyad Mahrez
2010-11-01,0.0,Riyad Mahrez
2010-12-01,0.0,Riyad Mahrez
2011-01-01,0.0,Riyad Mahrez
2011-02-01,0.0,Riyad Mahrez
2011-03-01,0.0,Riyad Mahrez
2011-04-01,0.0,Riyad Mahrez
2011-05-01,0.0,Riyad Mahrez
2011-06-01,0.0,Riyad Mahrez
2011-07-01,0.0,Riyad Mahrez
2011-08-01,0.0,Riyad Mahrez
2011-09-01,0.0,Riyad Mahrez
2011-10-01,0.0,Riyad Mahrez
2011-11-01,0.0,Riyad Mahrez
2011-12-01,0.0,Riyad Mahrez
2012-01-01,0.0,Riyad Mahrez
2012-02-01,0.0,Riyad Mahrez
2012-03-01,0.0,Riyad Mahrez
2012-04-01,0.0,Riyad Mahrez
2012-05-01,0.0,Riyad Mahrez
2012-06-01,0.0,Riyad Mahrez
2012-07-01,0.0,Riyad Mahrez
2012-08-01,0.0,Riyad Mahrez
2012-09-01,0.0,Riyad Mahrez
2012-10-01,0.0,Riyad Mahrez
2012-11-01,0.0,Riyad Mahrez
2012-12-01,0.0,Riyad Mahrez
2013-01-01,0.0,Riyad Mahrez
2013-02-01,0.0,Riyad Mahrez
2013-03-01,0.0,Riyad Mahrez
2013-04-01,0.0,Riyad Mahrez
2013-05-01,0.0,Riyad Mahrez
2013-06-01,0.0,Riyad Mahrez
2013-07-01,0.0,Riyad Mahrez
2013-08-01,0.0,Riyad Mahrez
2013-09-01,0.0,Riyad Mahrez
2013-10-01,0.0,Riyad Mahrez
2013-11-01,0.0,Riyad Mahrez
2013-12-01,1.0,Riyad Mahrez
2014-01-01,3.0,Riyad Mahrez
2014-02-01,1.0,Riyad Mahrez
2014-03-01,1.0,Riyad Mahrez
2014-04-01,2.0,Riyad Mahrez
2014-05-01,3.0,Riyad Mahrez
2014-06-01,7.0,Riyad Mahrez
2014-07-01,3.0,Riyad Mahrez
2014-08-01,3.0,Riyad Mahrez
2014-09-01,2.0,Riyad Mahrez
2014-10-01,3.0,Riyad Mahrez
2014-11-01,2.0,Riyad Mahrez
2014-12-01,3.0,Riyad Mahrez
2015-01-01,4.0,Riyad Mahrez
2015-02-01,3.0,Riyad Mahrez
2015-03-01,1.0,Riyad Mahrez
2015-04-01,1.0,Riyad Mahrez
2015-05-01,3.0,Riyad Mahrez
2015-06-01,1.0,Riyad Mahrez
2015-07-01,1.0,Riyad Mahrez
2015-08-01,20.0,Riyad Mahrez
2015-09-01,23.0,Riyad Mahrez
2015-10-01,9.0,Riyad Mahrez
2015-11-01,17.0,Riyad Mahrez
2015-12-01,96.0,Riyad Mahrez
2016-01-01,24.0,Riyad Mahrez
2016-02-01,66.0,Riyad Mahrez
2016-03-01,54.0,Riyad Mahrez
2016-04-01,75.0,Riyad Mahrez
2016-05-01,82.0,Riyad Mahrez
2016-06-01,30.0,Riyad Mahrez
2016-07-01,85.0,Riyad Mahrez
2016-08-01,47.0,Riyad Mahrez
2016-09-01,16.0,Riyad Mahrez
2016-10-01,17.0,Riyad Mahrez
2016-11-01,12.0,Riyad Mahrez
2016-12-01,13.0,Riyad Mahrez
2017-01-01,20.0,Riyad Mahrez
2017-02-01,11.0,Riyad Mahrez
2017-03-01,11.0,Riyad Mahrez
2017-04-01,10.0,Riyad Mahrez
2017-05-01,17.0,Riyad Mahrez
2017-06-01,21.0,Riyad Mahrez
2017-07-01,47.0,Riyad Mahrez
2017-08-01,70.0,Riyad Mahrez
2017-09-01,39.0,Riyad Mahrez
2017-10-01,7.0,Riyad Mahrez
2017-11-01,10.0,Riyad Mahrez
2017-12-01,15.0,Riyad Mahrez
2018-01-01,100.0,Riyad Mahrez
2018-02-01,40.0,Riyad Mahrez
2018-03-01,25.0,Riyad Mahrez
2018-04-01,8.0,Riyad Mahrez
2018-05-01,21.0,Riyad Mahrez
2018-06-01,25.0,Riyad Mahrez
2018-07-01,63.0,Riyad Mahrez
2018-08-01,18.0,Riyad Mahrez
2018-09-01,13.0,Riyad Mahrez
2018-10-01,18.0,Riyad Mahrez
2018-11-01,14.0,Riyad Mahrez
2018-12-01,11.0,Riyad Mahrez
2019-01-01,10.0,Riyad Mahrez
2019-02-01,10.0,Riyad Mahrez
2019-03-01,7.0,Riyad Mahrez
2019-04-01,8.0,Riyad Mahrez
2019-05-01,12.0,Riyad Mahrez
2019-06-01,10.0,Riyad Mahrez
2019-07-01,45.0,Riyad Mahrez
2019-08-01,15.0,Riyad Mahrez
2019-09-01,13.0,Riyad Mahrez
2019-10-01,13.0,Riyad Mahrez
2019-11-01,22.0,Riyad Mahrez
2019-12-01,16.0,Riyad Mahrez
2020-01-01,18.0,Riyad Mahrez
2020-02-01,15.0,Riyad Mahrez
2020-03-01,9.0,Riyad Mahrez
2020-04-01,6.0,Riyad Mahrez
2020-05-01,8.0,Riyad Mahrez
2020-06-01,11.0,Riyad Mahrez
2020-07-01,15.0,Riyad Mahrez
2020-08-01,10.0,Riyad Mahrez
2020-09-01,14.0,Riyad Mahrez
2020-10-01,13.0,Riyad Mahrez
2020-11-01,16.0,Riyad Mahrez
2020-12-01,12.0,Riyad Mahrez
2021-01-01,12.0,Riyad Mahrez
2021-02-01,18.0,Riyad Mahrez
2021-03-01,16.0,Riyad Mahrez
2021-04-01,24.0,Riyad Mahrez
2021-05-01,62.0,Riyad Mahrez
2021-06-01,26.0,Riyad Mahrez
2021-07-01,16.0,Riyad Mahrez
2021-08-01,14.0,Riyad Mahrez
2021-09-01,15.0,Riyad Mahrez
2021-10-01,15.0,Riyad Mahrez
2021-11-01,16.0,Riyad Mahrez
2021-12-01,16.0,Riyad Mahrez
2022-01-01,23.0,Riyad Mahrez
2022-02-01,22.0,Riyad Mahrez
2022-03-01,28.0,Riyad Mahrez
2022-04-01,27.0,Riyad Mahrez
2022-05-01,37.0,Riyad Mahrez
2022-06-01,13.0,Riyad Mahrez
2022-07-01,15.0,Riyad Mahrez
2022-08-01,13.0,Riyad Mahrez
2022-09-01,10.0,Riyad Mahrez
2022-10-01,16.0,Riyad Mahrez
2022-11-01,13.0,Riyad Mahrez
2022-12-01,15.0,Riyad Mahrez
2023-01-01,30.0,Riyad Mahrez
2023-02-01,16.0,Riyad Mahrez
2023-03-01,9.0,Riyad Mahrez
2023-04-01,17.0,Riyad Mahrez
2023-05-01,16.0,Riyad Mahrez
2023-06-01,22.0,Riyad Mahrez
2023-07-01,60.0,Riyad Mahrez
2023-08-01,26.0,Riyad Mahrez
2023-09-01,16.0,Riyad Mahrez
2023-10-01,9.0,Riyad Mahrez
2023-11-01,9.0,Riyad Mahrez
2023-12-01,11.0,Riyad Mahrez
2008-01-01,3.0,Rodri
2008-02-01,3.0,Rodri
2008-03-01,2.0,Rodri
2008-04-01,2.0,Rodri
2008-05-01,2.0,Rodri
2008-06-01,3.0,Rodri
2008-07-01,3.0,Rodri
2008-08-01,2.0,Rodri
2008-09-01,3.0,Rodri
2008-10-01,3.0,Rodri
2008-11-01,3.0,Rodri
2008-12-01,3.0,Rodri
2009-01-01,3.0,Rodri
2009-02-01,3.0,Rodri
2009-03-01,2.0,Rodri
2009-04-01,3.0,Rodri
2009-05-01,3.0,Rodri
2009-06-01,3.0,Rodri
2009-07-01,3.0,Rodri
2009-08-01,3.0,Rodri
2009-09-01,3.0,Rodri
2009-10-01,2.0,Rodri
2009-11-01,3.0,Rodri
2009-12-01,2.0,Rodri
2010-01-01,3.0,Rodri
2010-02-01,3.0,Rodri
2010-03-01,3.0,Rodri
2010-04-01,3.0,Rodri
2010-05-01,5.0,Rodri
2010-06-01,3.0,Rodri
2010-07-01,4.0,Rodri
2010-08-01,4.0,Rodri
2010-09-01,4.0,Rodri
2010-10-01,4.0,Rodri
2010-11-01,4.0,Rodri
2010-12-01,4.0,Rodri
2011-01-01,4.0,Rodri
2011-02-01,5.0,Rodri
2011-03-01,5.0,Rodri
2011-04-01,4.0,Rodri
2011-05-01,4.0,Rodri
2011-06-01,5.0,Rodri
2011-07-01,4.0,Rodri
2011-08-01,7.0,Rodri
2011-09-01,5.0,Rodri
2011-10-01,7.0,Rodri
2011-11-01,5.0,Rodri
2011-12-01,5.0,Rodri
2012-01-01,5.0,Rodri
2012-02-01,5.0,Rodri
2012-03-01,5.0,Rodri
2012-04-01,5.0,Rodri
2012-05-01,4.0,Rodri
2012-06-01,4.0,Rodri
2012-07-01,5.0,Rodri
2012-08-01,8.0,Rodri
2012-09-01,5.0,Rodri
2012-10-01,4.0,Rodri
2012-11-01,4.0,Rodri
2012-12-01,3.0,Rodri
2013-01-01,4.0,Rodri
2013-02-01,4.0,Rodri
2013-03-01,4.0,Rodri
2013-04-01,4.0,Rodri
2013-05-01,4.0,Rodri
2013-06-01,3.0,Rodri
2013-07-01,4.0,Rodri
2013-08-01,5.0,Rodri
2013-09-01,4.0,Rodri
2013-10-01,4.0,Rodri
2013-11-01,5.0,Rodri
2013-12-01,6.0,Rodri
2014-01-01,8.0,Rodri
2014-02-01,5.0,Rodri
2014-03-01,4.0,Rodri
2014-04-01,4.0,Rodri
2014-05-01,4.0,Rodri
2014-06-01,4.0,Rodri
2014-07-01,6.0,Rodri
2014-08-01,5.0,Rodri
2014-09-01,4.0,Rodri
2014-10-01,4.0,Rodri
2014-11-01,4.0,Rodri
2014-12-01,4.0,Rodri
2015-01-01,3.0,Rodri
2015-02-01,3.0,Rodri
2015-03-01,3.0,Rodri
2015-04-01,4.0,Rodri
2015-05-01,4.0,Rodri
2015-06-01,4.0,Rodri
2015-07-01,4.0,Rodri
2015-08-01,4.0,Rodri
2015-09-01,3.0,Rodri
2015-10-01,3.0,Rodri
2015-11-01,3.0,Rodri
2015-12-01,3.0,Rodri
2016-01-01,3.0,Rodri
2016-02-01,4.0,Rodri
2016-03-01,3.0,Rodri
2016-04-01,3.0,Rodri
2016-05-01,3.0,Rodri
2016-06-01,3.0,Rodri
2016-07-01,4.0,Rodri
2016-08-01,4.0,Rodri
2016-09-01,4.0,Rodri
2016-10-01,8.0,Rodri
2016-11-01,9.0,Rodri
2016-12-01,10.0,Rodri
2017-01-01,9.0,Rodri
2017-02-01,7.0,Rodri
2017-03-01,7.0,Rodri
2017-04-01,7.0,Rodri
2017-05-01,7.0,Rodri
2017-06-01,8.0,Rodri
2017-07-01,7.0,Rodri
2017-08-01,6.0,Rodri
2017-09-01,7.0,Rodri
2017-10-01,5.0,Rodri
2017-11-01,6.0,Rodri
2017-12-01,7.0,Rodri
2018-01-01,6.0,Rodri
2018-02-01,4.0,Rodri
2018-03-01,8.0,Rodri
2018-04-01,5.0,Rodri
2018-05-01,8.0,Rodri
2018-06-01,6.0,Rodri
2018-07-01,7.0,Rodri
2018-08-01,9.0,Rodri
2018-09-01,8.0,Rodri
2018-10-01,7.0,Rodri
2018-11-01,7.0,Rodri
2018-12-01,6.0,Rodri
2019-01-01,6.0,Rodri
2019-02-01,7.0,Rodri
2019-03-01,7.0,Rodri
2019-04-01,10.0,Rodri
2019-05-01,12.0,Rodri
2019-06-01,23.0,Rodri
2019-07-01,34.0,Rodri
2019-08-01,27.0,Rodri
2019-09-01,12.0,Rodri
2019-10-01,15.0,Rodri
2019-11-01,15.0,Rodri
2019-12-01,13.0,Rodri
2020-01-01,11.0,Rodri
2020-02-01,13.0,Rodri
2020-03-01,11.0,Rodri
2020-04-01,8.0,Rodri
2020-05-01,8.0,Rodri
2020-06-01,9.0,Rodri
2020-07-01,18.0,Rodri
2020-08-01,14.0,Rodri
2020-09-01,14.0,Rodri
2020-10-01,13.0,Rodri
2020-11-01,16.0,Rodri
2020-12-01,9.0,Rodri
2021-01-01,12.0,Rodri
2021-02-01,20.0,Rodri
2021-03-01,12.0,Rodri
2021-04-01,16.0,Rodri
2021-05-01,17.0,Rodri
2021-06-01,27.0,Rodri
2021-07-01,14.0,Rodri
2021-08-01,15.0,Rodri
2021-09-01,17.0,Rodri
2021-10-01,26.0,Rodri
2021-11-01,24.0,Rodri
2021-12-01,12.0,Rodri
2022-01-01,21.0,Rodri
2022-02-01,13.0,Rodri
2022-03-01,14.0,Rodri
2022-04-01,23.0,Rodri
2022-05-01,25.0,Rodri
2022-06-01,16.0,Rodri
2022-07-01,14.0,Rodri
2022-08-01,19.0,Rodri
2022-09-01,18.0,Rodri
2022-10-01,19.0,Rodri
2022-11-01,28.0,Rodri
2022-12-01,25.0,Rodri
2023-01-01,17.0,Rodri
2023-02-01,17.0,Rodri
2023-03-01,20.0,Rodri
2023-04-01,42.0,Rodri
2023-05-01,30.0,Rodri
2023-06-01,100.0,Rodri
2023-07-01,27.0,Rodri
2023-08-01,27.0,Rodri
2023-09-01,39.0,Rodri
2023-10-01,33.0,Rodri
2023-11-01,24.0,Rodri
2023-12-01,32.0,Rodri
2008-01-01,0.0,İlkay Gündoğan
2008-02-01,0.0,İlkay Gündoğan
2008-03-01,0.0,İlkay Gündoğan
2008-04-01,5.0,İlkay Gündoğan
2008-05-01,0.0,İlkay Gündoğan
2008-06-01,0.0,İlkay Gündoğan
2008-07-01,0.0,İlkay Gündoğan
2008-08-01,0.0,İlkay Gündoğan
2008-09-01,0.0,İlkay Gündoğan
2008-10-01,0.0,İlkay Gündoğan
2008-11-01,0.0,İlkay Gündoğan
2008-12-01,2.0,İlkay Gündoğan
2009-01-01,2.0,İlkay Gündoğan
2009-02-01,0.0,İlkay Gündoğan
2009-03-01,0.0,İlkay Gündoğan
2009-04-01,0.0,İlkay Gündoğan
2009-05-01,0.0,İlkay Gündoğan
2009-06-01,2.0,İlkay Gündoğan
2009-07-01,0.0,İlkay Gündoğan
2009-08-01,2.0,İlkay Gündoğan
2009-09-01,0.0,İlkay Gündoğan
2009-10-01,2.0,İlkay Gündoğan
2009-11-01,0.0,İlkay Gündoğan
2009-12-01,0.0,İlkay Gündoğan
2010-01-01,0.0,İlkay Gündoğan
2010-02-01,5.0,İlkay Gündoğan
2010-03-01,2.0,İlkay Gündoğan
2010-04-01,0.0,İlkay Gündoğan
2010-05-01,0.0,İlkay Gündoğan
2010-06-01,0.0,İlkay Gündoğan
2010-07-01,0.0,İlkay Gündoğan
2010-08-01,0.0,İlkay Gündoğan
2010-09-01,2.0,İlkay Gündoğan
2010-10-01,8.0,İlkay Gündoğan
2010-11-01,24.0,İlkay Gündoğan
2010-12-01,4.0,İlkay Gündoğan
2011-01-01,8.0,İlkay Gündoğan
2011-02-01,6.0,İlkay Gündoğan
2011-03-01,6.0,İlkay Gündoğan
2011-04-01,9.0,İlkay Gündoğan
2011-05-01,8.0,İlkay Gündoğan
2011-06-01,4.0,İlkay Gündoğan
2011-07-01,4.0,İlkay Gündoğan
2011-08-01,12.0,İlkay Gündoğan
2011-09-01,4.0,İlkay Gündoğan
2011-10-01,7.0,İlkay Gündoğan
2011-11-01,5.0,İlkay Gündoğan
2011-12-01,3.0,İlkay Gündoğan
2012-01-01,1.0,İlkay Gündoğan
2012-02-01,1.0,İlkay Gündoğan
2012-03-01,3.0,İlkay Gündoğan
2012-04-01,9.0,İlkay Gündoğan
2012-05-01,12.0,İlkay Gündoğan
2012-06-01,13.0,İlkay Gündoğan
2012-07-01,5.0,İlkay Gündoğan
2012-08-01,6.0,İlkay Gündoğan
2012-09-01,7.0,İlkay Gündoğan
2012-10-01,13.0,İlkay Gündoğan
2012-11-01,6.0,İlkay Gündoğan
2012-12-01,8.0,İlkay Gündoğan
2013-01-01,9.0,İlkay Gündoğan
2013-02-01,14.0,İlkay Gündoğan
2013-03-01,26.0,İlkay Gündoğan
2013-04-01,43.0,İlkay Gündoğan
2013-05-01,100.0,İlkay Gündoğan
2013-06-01,38.0,İlkay Gündoğan
2013-07-01,29.0,İlkay Gündoğan
2013-08-01,30.0,İlkay Gündoğan
2013-09-01,16.0,İlkay Gündoğan
2013-10-01,18.0,İlkay Gündoğan
2013-11-01,20.0,İlkay Gündoğan
2013-12-01,22.0,İlkay Gündoğan
2014-01-01,23.0,İlkay Gündoğan
2014-02-01,12.0,İlkay Gündoğan
2014-03-01,19.0,İlkay Gündoğan
2014-04-01,14.0,İlkay Gündoğan
2014-05-01,14.0,İlkay Gündoğan
2014-06-01,18.0,İlkay Gündoğan
2014-07-01,12.0,İlkay Gündoğan
2014-08-01,12.0,İlkay Gündoğan
2014-09-01,12.0,İlkay Gündoğan
2014-10-01,21.0,İlkay Gündoğan
2014-11-01,16.0,İlkay Gündoğan
2014-12-01,9.0,İlkay Gündoğan
2015-01-01,8.0,İlkay Gündoğan
2015-02-01,10.0,İlkay Gündoğan
2015-03-01,9.0,İlkay Gündoğan
2015-04-01,19.0,İlkay Gündoğan
2015-05-01,16.0,İlkay Gündoğan
2015-06-01,16.0,İlkay Gündoğan
2015-07-01,9.0,İlkay Gündoğan
2015-08-01,9.0,İlkay Gündoğan
2015-09-01,14.0,İlkay Gündoğan
2015-10-01,13.0,İlkay Gündoğan
2015-11-01,6.0,İlkay Gündoğan
2015-12-01,11.0,İlkay Gündoğan
2016-01-01,0.0,İlkay Gündoğan
2016-02-01,0.0,İlkay Gündoğan
2016-03-01,0.0,İlkay Gündoğan
2016-04-01,0.0,İlkay Gündoğan
2016-05-01,0.0,İlkay Gündoğan
2016-06-01,0.0,İlkay Gündoğan
2016-07-01,0.0,İlkay Gündoğan
2016-08-01,0.0,İlkay Gündoğan
2016-09-01,0.0,İlkay Gündoğan
2016-10-01,0.0,İlkay Gündoğan
2016-11-01,0.0,İlkay Gündoğan
2016-12-01,0.0,İlkay Gündoğan
2017-01-01,0.0,İlkay Gündoğan
2017-02-01,0.0,İlkay Gündoğan
2017-03-01,0.0,İlkay Gündoğan
2017-04-01,0.0,İlkay Gündoğan
2017-05-01,0.0,İlkay Gündoğan
2017-06-01,0.0,İlkay Gündoğan
2017-07-01,0.0,İlkay Gündoğan
2017-08-01,0.0,İlkay Gündoğan
2017-09-01,0.0,İlkay Gündoğan
2017-10-01,0.0,İlkay Gündoğan
2017-11-01,0.0,İlkay Gündoğan
2017-12-01,0.0,İlkay Gündoğan
2018-01-01,0.0,İlkay Gündoğan
2018-02-01,0.0,İlkay Gündoğan
2018-03-01,0.0,İlkay Gündoğan
2018-04-01,0.0,İlkay Gündoğan
2018-05-01,0.0,İlkay Gündoğan
2018-06-01,0.0,İlkay Gündoğan
2018-07-01,0.0,İlkay Gündoğan
2018-08-01,0.0,İlkay Gündoğan
2018-09-01,0.0,İlkay Gündoğan
2018-10-01,0.0,İlkay Gündoğan
2018-11-01,0.0,İlkay Gündoğan
2018-12-01,0.0,İlkay Gündoğan
2019-01-01,0.0,İlkay Gündoğan
2019-02-01,0.0,İlkay Gündoğan
2019-03-01,0.0,İlkay Gündoğan
2019-04-01,0.0,İlkay Gündoğan
2019-05-01,0.0,İlkay Gündoğan
2019-06-01,0.0,İlkay Gündoğan
2019-07-01,0.0,İlkay Gündoğan
2019-08-01,0.0,İlkay Gündoğan
2019-09-01,0.0,İlkay Gündoğan
2019-10-01,0.0,İlkay Gündoğan
2019-11-01,0.0,İlkay Gündoğan
2019-12-01,0.0,İlkay Gündoğan
2020-01-01,0.0,İlkay Gündoğan
2020-02-01,0.0,İlkay Gündoğan
2020-03-01,0.0,İlkay Gündoğan
2020-04-01,0.0,İlkay Gündoğan
2020-05-01,0.0,İlkay Gündoğan
2020-06-01,0.0,İlkay Gündoğan
2020-07-01,0.0,İlkay Gündoğan
2020-08-01,0.0,İlkay Gündoğan
2020-09-01,0.0,İlkay Gündoğan
2020-10-01,0.0,İlkay Gündoğan
2020-11-01,0.0,İlkay Gündoğan
2020-12-01,0.0,İlkay Gündoğan
2021-01-01,0.0,İlkay Gündoğan
2021-02-01,0.0,İlkay Gündoğan
2021-03-01,0.0,İlkay Gündoğan
2021-04-01,0.0,İlkay Gündoğan
2021-05-01,0.0,İlkay Gündoğan
2021-06-01,0.0,İlkay Gündoğan
2021-07-01,0.0,İlkay Gündoğan
2021-08-01,0.0,İlkay Gündoğan
2021-09-01,0.0,İlkay Gündoğan
2021-10-01,0.0,İlkay Gündoğan
2021-11-01,0.0,İlkay Gündoğan
2021-12-01,0.0,İlkay Gündoğan
2022-01-01,0.0,İlkay Gündoğan
2022-02-01,0.0,İlkay Gündoğan
2022-03-01,0.0,İlkay Gündoğan
2022-04-01,0.0,İlkay Gündoğan
2022-05-01,0.0,İlkay Gündoğan
2022-06-01,0.0,İlkay Gündoğan
2022-07-01,0.0,İlkay Gündoğan
2022-08-01,0.0,İlkay Gündoğan
2022-09-01,0.0,İlkay Gündoğan
2022-10-01,0.0,İlkay Gündoğan
2022-11-01,0.0,İlkay Gündoğan
2022-12-01,0.0,İlkay Gündoğan
2023-01-01,0.0,İlkay Gündoğan
2023-02-01,0.0,İlkay Gündoğan
2023-03-01,0.0,İlkay Gündoğan
2023-04-01,0.0,İlkay Gündoğan
2023-05-01,0.0,İlkay Gündoğan
2023-06-01,0.0,İlkay Gündoğan
2023-07-01,0.0,İlkay Gündoğan
2023-08-01,0.0,İlkay Gündoğan
2023-09-01,0.0,İlkay Gündoğan
2023-10-01,0.0,İlkay Gündoğan
2023-11-01,0.0,İlkay Gündoğan
2023-12-01,0.0,İlkay Gündoğan
2008-01-01,0.0,Joško Gvardiol
2008-02-01,0.0,Joško Gvardiol
2008-03-01,0.0,Joško Gvardiol
2008-04-01,100.0,Joško Gvardiol
2008-05-01,0.0,Joško Gvardiol
2008-06-01,0.0,Joško Gvardiol
2008-07-01,0.0,Joško Gvardiol
2008-08-01,0.0,Joško Gvardiol
2008-09-01,0.0,Joško Gvardiol
2008-10-01,0.0,Joško Gvardiol
2008-11-01,0.0,Joško Gvardiol
2008-12-01,37.0,Joško Gvardiol
2009-01-01,0.0,Joško Gvardiol
2009-02-01,0.0,Joško Gvardiol
2009-03-01,0.0,Joško Gvardiol
2009-04-01,0.0,Joško Gvardiol
2009-05-01,0.0,Joško Gvardiol
2009-06-01,15.0,Joško Gvardiol
2009-07-01,0.0,Joško Gvardiol
2009-08-01,18.0,Joško Gvardiol
2009-09-01,0.0,Joško Gvardiol
2009-10-01,0.0,Joško Gvardiol
2009-11-01,0.0,Joško Gvardiol
2009-12-01,0.0,Joško Gvardiol
2010-01-01,0.0,Joško Gvardiol
2010-02-01,0.0,Joško Gvardiol
2010-03-01,0.0,Joško Gvardiol
2010-04-01,0.0,Joško Gvardiol
2010-05-01,0.0,Joško Gvardiol
2010-06-01,0.0,Joško Gvardiol
2010-07-01,17.0,Joško Gvardiol
2010-08-01,0.0,Joško Gvardiol
2010-09-01,0.0,Joško Gvardiol
2010-10-01,0.0,Joško Gvardiol
2010-11-01,0.0,Joško Gvardiol
2010-12-01,0.0,Joško Gvardiol
2011-01-01,0.0,Joško Gvardiol
2011-02-01,0.0,Joško Gvardiol
2011-03-01,0.0,Joško Gvardiol
2011-04-01,0.0,Joško Gvardiol
2011-05-01,15.0,Joško Gvardiol
2011-06-01,25.0,Joško Gvardiol
2011-07-01,0.0,Joško Gvardiol
2011-08-01,0.0,Joško Gvardiol
2011-09-01,0.0,Joško Gvardiol
2011-10-01,0.0,Joško Gvardiol
2011-11-01,0.0,Joško Gvardiol
2011-12-01,0.0,Joško Gvardiol
2012-01-01,0.0,Joško Gvardiol
2012-02-01,7.0,Joško Gvardiol
2012-03-01,36.0,Joško Gvardiol
2012-04-01,14.0,Joško Gvardiol
2012-05-01,0.0,Joško Gvardiol
2012-06-01,0.0,Joško Gvardiol
2012-07-01,0.0,Joško Gvardiol
2012-08-01,0.0,Joško Gvardiol
2012-09-01,0.0,Joško Gvardiol
2012-10-01,0.0,Joško Gvardiol
2012-11-01,0.0,Joško Gvardiol
2012-12-01,0.0,Joško Gvardiol
2013-01-01,0.0,Joško Gvardiol
2013-02-01,0.0,Joško Gvardiol
2013-03-01,0.0,Joško Gvardiol
2013-04-01,0.0,Joško Gvardiol
2013-05-01,18.0,Joško Gvardiol
2013-06-01,6.0,Joško Gvardiol
2013-07-01,0.0,Joško Gvardiol
2013-08-01,10.0,Joško Gvardiol
2013-09-01,0.0,Joško Gvardiol
2013-10-01,11.0,Joško Gvardiol
2013-11-01,0.0,Joško Gvardiol
2013-12-01,0.0,Joško Gvardiol
2014-01-01,9.0,Joško Gvardiol
2014-02-01,0.0,Joško Gvardiol
2014-03-01,0.0,Joško Gvardiol
2014-04-01,0.0,Joško Gvardiol
2014-05-01,14.0,Joško Gvardiol
2014-06-01,0.0,Joško Gvardiol
2014-07-01,0.0,Joško Gvardiol
2014-08-01,0.0,Joško Gvardiol
2014-09-01,0.0,Joško Gvardiol
2014-10-01,0.0,Joško Gvardiol
2014-11-01,0.0,Joško Gvardiol
2014-12-01,6.0,Joško Gvardiol
2015-01-01,0.0,Joško Gvardiol
2015-02-01,0.0,Joško Gvardiol
2015-03-01,0.0,Joško Gvardiol
2015-04-01,0.0,Joško Gvardiol
2015-05-01,11.0,Joško Gvardiol
2015-06-01,0.0,Joško Gvardiol
2015-07-01,9.0,Joško Gvardiol
2015-08-01,0.0,Joško Gvardiol
2015-09-01,0.0,Joško Gvardiol
2015-10-01,0.0,Joško Gvardiol
2015-11-01,0.0,Joško Gvardiol
2015-12-01,0.0,Joško Gvardiol
2016-01-01,0.0,Joško Gvardiol
2016-02-01,0.0,Joško Gvardiol
2016-03-01,0.0,Joško Gvardiol
2016-04-01,0.0,Joško Gvardiol
2016-05-01,0.0,Joško Gvardiol
2016-06-01,0.0,Joško Gvardiol
